,text,labels_0,labels_1,labels_2,labels_3,labels_4,labels_5,labels_6,labels_7,labels_8,labels_9,labels_10,labels_11,labels_12,labels_13,labels_14,labels_15
860,Getränke und Speisen standen ruckzuck auf dem Tisch.,"('SERVICE', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
861,Getränke und Speisen standen ruckzuck auf dem Tisch.,,,,,,,,,,,,,,,,
862,Getränke wurden nur sehr verzögert serviert.,"('SERVICE', 'NEGATIVE', 'Getränke')",,,,,,,,,,,,,,,
863,Getränke wurden nur sehr verzögert serviert.,,,,,,,,,,,,,,,,
864,"Großartige Gerichte, kreiert mit besten Produkten, auch aus der Region; delikat, gradlinig, auf hohem Niveau.","('FOOD', 'POSITIVE', 'Gerichte')","('FOOD', 'POSITIVE', 'Produkten')",,,,,,,,,,,,,,
865,"Großartige Gerichte, kreiert mit besten Produkten, auch aus der Region; delikat, gradlinig, auf hohem Niveau.",,,,,,,,,,,,,,,,
866,"Großer Name, schlechter Service, Essen unterirdisch.","('SERVICE', 'NEGATIVE', 'Service')","('FOOD', 'NEGATIVE', 'Essen')",,,,,,,,,,,,,,
867,"Großer Name, schlechter Service, Essen unterirdisch.",,,,,,,,,,,,,,,,
868,"Gut, auch von Griechen besuchtes griechisches Restaurant mit familiärer Atmosphäre.","('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')","('AMBIENCE', 'POSITIVE', 'Atmosphäre')",,,,,,,,,,,,,,
869,"Gut, auch von Griechen besuchtes griechisches Restaurant mit familiärer Atmosphäre.",,,,,,,,,,,,,,,,
870,"Guter und freundlicher Service, sehr empfehlenswert!","('SERVICE', 'POSITIVE', 'Service')","('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,
871,"Guter und freundlicher Service, sehr empfehlenswert!",,,,,,,,,,,,,,,,
872,Gutes Essen in einem schönen und geräumigen Gasthaus.,"('FOOD', 'POSITIVE', 'Essen')","('AMBIENCE', 'POSITIVE', 'Gasthaus')",,,,,,,,,,,,,,
873,Gutes Essen in einem schönen und geräumigen Gasthaus.,,,,,,,,,,,,,,,,
874,"Gutes Essen und toller, freundlicher Service.","('FOOD', 'POSITIVE', 'Essen')","('SERVICE', 'POSITIVE', 'Service')",,,,,,,,,,,,,,
875,"Gutes Essen und toller, freundlicher Service.",,,,,,,,,,,,,,,,
876,"Gutes Preiswertes Essen, sehr gute Atmosphäre, vielen Dank an Victor für den tollen Service.","('PRICE', 'POSITIVE', 'Essen')","('AMBIENCE', 'POSITIVE', 'Atmosphäre')","('SERVICE', 'POSITIVE', 'Service')",,,,,,,,,,,,,
877,"Gutes Preiswertes Essen, sehr gute Atmosphäre, vielen Dank an Victor für den tollen Service.",,,,,,,,,,,,,,,,
878,Hatte ein sehniges Teil was nicht zu kauen war die anderen Gerichte waren akzeptabel aber nichts besonderes,"('FOOD', 'NEUTRAL', 'Gerichte')","('FOOD', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,
879,Hatte ein sehniges Teil was nicht zu kauen war die anderen Gerichte waren akzeptabel aber nichts besonderes,,,,,,,,,,,,,,,,
880,Hatten vor Wochen reserviert...der zugewiesene Tisch war wirklich schlecht als wir darauf hingewiesen haben hat man uns einen noch schlechteren Tisch zugewiesen obwohl das Restaurant ziemlich leer war.,"('AMBIENCE', 'NEGATIVE', 'Tisch')","('AMBIENCE', 'NEGATIVE', 'Tisch')",,,,,,,,,,,,,,
881,Hatten vor Wochen reserviert...der zugewiesene Tisch war wirklich schlecht als wir darauf hingewiesen haben hat man uns einen noch schlechteren Tisch zugewiesen obwohl das Restaurant ziemlich leer war.,,,,,,,,,,,,,,,,
882,Hauptspeisen waren okay.,"('FOOD', 'NEUTRAL', 'Hauptspeisen')",,,,,,,,,,,,,,,
883,Hauptspeisen waren okay.,,,,,,,,,,,,,,,,
884,Hervorragend zart und auf den Punkt.,"('FOOD', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
885,Hervorragend zart und auf den Punkt.,,,,,,,,,,,,,,,,
886,Hervorragende Speisen in einer wunderschönen Location.,"('FOOD', 'POSITIVE', 'Speisen')","('AMBIENCE', 'POSITIVE', 'Location')",,,,,,,,,,,,,,
887,Hervorragende Speisen in einer wunderschönen Location.,,,,,,,,,,,,,,,,
888,Hervorzuheben ist hier auch die angepasste Speisekarte für die Veggies und Veganer.,"('FOOD', 'POSITIVE', 'Speisekarte für die Veggies und Veganer')",,,,,,,,,,,,,,,
889,Hervorzuheben ist hier auch die angepasste Speisekarte für die Veggies und Veganer.,,,,,,,,,,,,,,,,
890,Heute war ich mit meiner Familie hier und wir hatten ein super Essenserlebnis.,"('FOOD', 'POSITIVE', 'Essenserlebnis')",,,,,,,,,,,,,,,
891,Heute war ich mit meiner Familie hier und wir hatten ein super Essenserlebnis.,,,,,,,,,,,,,,,,
892,Hier findet jede Generation Platz und auch die Fellnasen sind hier herzlich willkommen!,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
893,Hier findet jede Generation Platz und auch die Fellnasen sind hier herzlich willkommen!,,,,,,,,,,,,,,,,
894,Hier kommt man sicher kein zweites Mal mehr hin.,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
895,Hier kommt man sicher kein zweites Mal mehr hin.,,,,,,,,,,,,,,,,
896,Hier stimmt alles!,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
897,Hier stimmt alles!,,,,,,,,,,,,,,,,
898,Hier waren wir nach einem Konzert in der LOC und es hat uns sehr gut gefallen.,"('GENERAL-IMPRESSION', 'POSITIVE', 'LOC')",,,,,,,,,,,,,,,
899,Hier waren wir nach einem Konzert in der LOC und es hat uns sehr gut gefallen.,,,,,,,,,,,,,,,,
900,Hier werden Sie mit leckerem Sardellencreme serviert.,"('FOOD', 'POSITIVE', 'Sardellencreme')",,,,,,,,,,,,,,,
901,Hier werden Sie mit leckerem Sardellencreme serviert.,,,,,,,,,,,,,,,,
902,Hier wird man schlicht verarscht.,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
903,Hier wird man schlicht verarscht.,,,,,,,,,,,,,,,,
904,Hier wurde mit Liebe gekocht.,"('FOOD', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
905,Hier wurde mit Liebe gekocht.,,,,,,,,,,,,,,,,
906,Highlight: Aufmerksamkeit der Bedienung Marco.,"('SERVICE', 'POSITIVE', 'Marco')",,,,,,,,,,,,,,,
907,Highlight: Aufmerksamkeit der Bedienung Marco.,,,,,,,,,,,,,,,,
908,Hätte gerne nach dem tollen Essen einen Fernet Branca bestellt.,"('FOOD', 'POSITIVE', 'Essen')",,,,,,,,,,,,,,,
909,Hätte gerne nach dem tollen Essen einen Fernet Branca bestellt.,,,,,,,,,,,,,,,,
910,Ich bin so enttäuschst.,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
911,Ich bin so enttäuschst.,,,,,,,,,,,,,,,,
912,"Ich fand es sehr solide in puncto Service, Ambiente und Auswahl an Speisen und Getränken.","('SERVICE', 'POSITIVE', 'Service')","('AMBIENCE', 'POSITIVE', 'Ambiente')","('FOOD', 'POSITIVE', 'Auswahl an Speisen')","('FOOD', 'POSITIVE', 'Getränken')",,,,,,,,,,,,
913,"Ich fand es sehr solide in puncto Service, Ambiente und Auswahl an Speisen und Getränken.",,,,,,,,,,,,,,,,
914,"Ich hab Salz, Pfeffer, Essig und Öl vermisst.","('FOOD', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
915,"Ich hab Salz, Pfeffer, Essig und Öl vermisst.",,,,,,,,,,,,,,,,
916,Ich habe als Hauptgang ein Skreifiet auf Rote Beete Püree und sautiertem Spitzkohl gegessen und war sehr zufrieden.,"('FOOD', 'POSITIVE', 'Rote Beete Püree')","('FOOD', 'POSITIVE', 'sautiertem Spitzkohl')",,,,,,,,,,,,,,
917,Ich habe als Hauptgang ein Skreifiet auf Rote Beete Püree und sautiertem Spitzkohl gegessen und war sehr zufrieden.,,,,,,,,,,,,,,,,
918,"Ich habe dort keine schöne Erfahrung gemacht, dabei ist das Ambiente äußerst angenehm.","('AMBIENCE', 'POSITIVE', 'Ambiente')",,,,,,,,,,,,,,,
919,"Ich habe dort keine schöne Erfahrung gemacht, dabei ist das Ambiente äußerst angenehm.",,,,,,,,,,,,,,,,
920,Ich habe hier einen wirklich leckeren Burger gegessen und die Atmosphäre war einfach toll!,"('FOOD', 'POSITIVE', 'Burger')","('AMBIENCE', 'POSITIVE', 'Atmosphäre')",,,,,,,,,,,,,,
921,Ich habe hier einen wirklich leckeren Burger gegessen und die Atmosphäre war einfach toll!,,,,,,,,,,,,,,,,
922,"Ich habe mich bei der Bedienung über das LOC beschwerd, dies wurde aber gekonnt Ignoriert.","('SERVICE', 'NEGATIVE', 'Bedienung')",,,,,,,,,,,,,,,
923,"Ich habe mich bei der Bedienung über das LOC beschwerd, dies wurde aber gekonnt Ignoriert.",,,,,,,,,,,,,,,,
924,Ich habe noch nie soo leckeres Essen gegessen!!,"('FOOD', 'POSITIVE', 'Essen')",,,,,,,,,,,,,,,
925,Ich habe noch nie soo leckeres Essen gegessen!!,,,,,,,,,,,,,,,,
926,Ich habe schon deutlich besser gegessen und nur die Hälfte bezahlt.,"('PRICE', 'NEGATIVE', 'NULL')","('FOOD', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,
927,Ich habe schon deutlich besser gegessen und nur die Hälfte bezahlt.,,,,,,,,,,,,,,,,
928,"Ich kann das LOC nur empfehlen, wenn Sie die beste Bratwurst in der LOC genießen möchten!","('FOOD', 'POSITIVE', 'Bratwurst')",,,,,,,,,,,,,,,
929,"Ich kann das LOC nur empfehlen, wenn Sie die beste Bratwurst in der LOC genießen möchten!",,,,,,,,,,,,,,,,
930,Ich kann es nur empfehlen 👍🏻 Wir waren mit einer großen Gruppe und hatten sehr viel Spaß!,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
931,Ich kann es nur empfehlen 👍🏻 Wir waren mit einer großen Gruppe und hatten sehr viel Spaß!,,,,,,,,,,,,,,,,
932,Ich kann nur sagen: FINGER WEG!!!,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
933,Ich kann nur sagen: FINGER WEG!!!,,,,,,,,,,,,,,,,
934,"Ich musste meine erste Portion Spannferkel zurück schicken, es war ein grosses Stück Fett.","('FOOD', 'NEGATIVE', 'Spannferkel')",,,,,,,,,,,,,,,
935,"Ich musste meine erste Portion Spannferkel zurück schicken, es war ein grosses Stück Fett.",,,,,,,,,,,,,,,,
936,Ich war bereits öfter mit Familie und/oder Freunden hier und war immer sehr zufrieden.,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
937,Ich war bereits öfter mit Familie und/oder Freunden hier und war immer sehr zufrieden.,,,,,,,,,,,,,,,,
938,"Ich war ein absoluter Stammkunde, aber das hat jetzt ein Ende.","('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
939,"Ich war ein absoluter Stammkunde, aber das hat jetzt ein Ende.",,,,,,,,,,,,,,,,
940,Ich weiß nicht was das soll.,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
941,Ich weiß nicht was das soll.,,,,,,,,,,,,,,,,
942,Ich werde dort nicht noch einmal essen.,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
943,Ich werde dort nicht noch einmal essen.,,,,,,,,,,,,,,,,
944,Ich werde mich dort nicht mehr aufhalten und meine Zeit verbringen.,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
945,Ich werde mich dort nicht mehr aufhalten und meine Zeit verbringen.,,,,,,,,,,,,,,,,
946,Ich werde sicher nicht mehr dorthin gehen.,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
947,Ich werde sicher nicht mehr dorthin gehen.,,,,,,,,,,,,,,,,
948,Ich ziehe meinen Hut vor den Kollegen und Kolleginnen aus der Küche und dem Service.,"('SERVICE', 'POSITIVE', 'Service')","('SERVICE', 'POSITIVE', 'Kollegen und Kolleginnen aus der Küche')",,,,,,,,,,,,,,
949,Ich ziehe meinen Hut vor den Kollegen und Kolleginnen aus der Küche und dem Service.,,,,,,,,,,,,,,,,
950,Ich/Wir haben (zum Glück) seit Jahren nicht mehr so schlecht gegessen wie hier.,"('FOOD', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
951,Ich/Wir haben (zum Glück) seit Jahren nicht mehr so schlecht gegessen wie hier.,,,,,,,,,,,,,,,,
952,Im 1.OG ist die Einrichtung sehr ungemütlich und viel zu wenig Abstand zwischen den Tischen.,"('AMBIENCE', 'NEGATIVE', 'Einrichtung')","('AMBIENCE', 'NEGATIVE', 'Abstand zwischen den Tischen')",,,,,,,,,,,,,,
953,Im 1.OG ist die Einrichtung sehr ungemütlich und viel zu wenig Abstand zwischen den Tischen.,,,,,,,,,,,,,,,,
954,Im Sommer werden wir auf der netten Terrasse noch einmal die RESTAURANT_NAME besuchen.,"('AMBIENCE', 'POSITIVE', 'Terrasse')",,,,,,,,,,,,,,,
955,Im Sommer werden wir auf der netten Terrasse noch einmal die RESTAURANT_NAME besuchen.,,,,,,,,,,,,,,,,
956,Im Vergleich zum Personal im Schlüssel und LOC bleibt das Uerige aber doch zurück.,"('GENERAL-IMPRESSION', 'NEGATIVE', 'Uerige')",,,,,,,,,,,,,,,
957,Im Vergleich zum Personal im Schlüssel und LOC bleibt das Uerige aber doch zurück.,,,,,,,,,,,,,,,,
958,Immer gerne wieder!,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
959,Immer gerne wieder!,,,,,,,,,,,,,,,,
960,Immer wieder gern.,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
961,Immer wieder gern.,,,,,,,,,,,,,,,,
962,Immer wieder gerne der köbes war lustig typisch Kölsch.,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
963,Immer wieder gerne der köbes war lustig typisch Kölsch.,,,,,,,,,,,,,,,,
964,Immer wieder gerne!!!,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
965,Immer wieder gerne!!!,,,,,,,,,,,,,,,,
966,"Immer wieder gerne, sehr nettes und kompetentes Personal.","('SERVICE', 'POSITIVE', 'Personal')","('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,
967,"Immer wieder gerne, sehr nettes und kompetentes Personal.",,,,,,,,,,,,,,,,
968,"In Bezug auf Servicequalität kann die Leitung des Hauses nach unserer Erfahrung noch deutlich nachbessern und den Anreiz für Gäste erhöhen, dort zu speisen.","('SERVICE', 'NEGATIVE', 'Leitung')",,,,,,,,,,,,,,,
969,"In Bezug auf Servicequalität kann die Leitung des Hauses nach unserer Erfahrung noch deutlich nachbessern und den Anreiz für Gäste erhöhen, dort zu speisen.",,,,,,,,,,,,,,,,
970,In diesem Restaurant fühlt man sich sofort willkommen.,"('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')",,,,,,,,,,,,,,,
971,In diesem Restaurant fühlt man sich sofort willkommen.,,,,,,,,,,,,,,,,
972,"In einem guten Restaurant wird einem das vorher gesagt, bevor sie auf den Tisch gestellt wird.","('SERVICE', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
973,"In einem guten Restaurant wird einem das vorher gesagt, bevor sie auf den Tisch gestellt wird.",,,,,,,,,,,,,,,,
974,Ingesamt ist der gute Herr nicht in der Lage gewesen das Alt zu servieren so das wir nach dem Essen woanders eingekehrt sind.,"('SERVICE', 'NEGATIVE', 'Herr')",,,,,,,,,,,,,,,
975,Ingesamt ist der gute Herr nicht in der Lage gewesen das Alt zu servieren so das wir nach dem Essen woanders eingekehrt sind.,,,,,,,,,,,,,,,,
976,"Innovative Chefs mit intensivem Internet-Marketing; anfangs dachte ich, fast „zuviel des Guten“, was wird da auf mich zukommen.","('SERVICE', 'POSITIVE', 'Chefs')",,,,,,,,,,,,,,,
977,"Innovative Chefs mit intensivem Internet-Marketing; anfangs dachte ich, fast „zuviel des Guten“, was wird da auf mich zukommen.",,,,,,,,,,,,,,,,
978,Insbesondere die Livemusik macht das Ganze zu einer tollen Erfahrung.,"('AMBIENCE', 'POSITIVE', 'Livemusik')",,,,,,,,,,,,,,,
979,Insbesondere die Livemusik macht das Ganze zu einer tollen Erfahrung.,,,,,,,,,,,,,,,,
980,Insgesamt ein sehr schöner und gelungener Besuch im LOC in LOC.,"('GENERAL-IMPRESSION', 'POSITIVE', 'LOC')",,,,,,,,,,,,,,,
981,Insgesamt ein sehr schöner und gelungener Besuch im LOC in LOC.,,,,,,,,,,,,,,,,
982,Insgesamt nicht weiterzuempfehlen.,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
983,Insgesamt nicht weiterzuempfehlen.,,,,,,,,,,,,,,,,
984,Insgesamt schöne Beauhausatmosphäre mit nettem Personal.,"('AMBIENCE', 'POSITIVE', 'Beauhausatmosphäre')","('SERVICE', 'POSITIVE', 'Personal')",,,,,,,,,,,,,,
985,Insgesamt schöne Beauhausatmosphäre mit nettem Personal.,,,,,,,,,,,,,,,,
986,"Interessanterweise enthielt die uns vorgelegte Speisekarte keine Pastagerichte, für ein italienisches Restaurant sehr sonderbar.","('FOOD', 'NEGATIVE', 'Speisekarte')",,,,,,,,,,,,,,,
987,"Interessanterweise enthielt die uns vorgelegte Speisekarte keine Pastagerichte, für ein italienisches Restaurant sehr sonderbar.",,,,,,,,,,,,,,,,
988,Ioulianos Ist super freundlich und gibt tolle Empfehlungen denen wir gerne gefolgt sind.,"('SERVICE', 'POSITIVE', 'Ioulianos')",,,,,,,,,,,,,,,
989,Ioulianos Ist super freundlich und gibt tolle Empfehlungen denen wir gerne gefolgt sind.,,,,,,,,,,,,,,,,
990,Ist nämlich einfach nur schlechter Stil.,"('AMBIENCE', 'NEGATIVE', 'Stil')",,,,,,,,,,,,,,,
991,Ist nämlich einfach nur schlechter Stil.,,,,,,,,,,,,,,,,
992,"Ja, die Soße ist lecker.","('FOOD', 'POSITIVE', 'Soße')",,,,,,,,,,,,,,,
993,"Ja, die Soße ist lecker.",,,,,,,,,,,,,,,,
994,Jedoch wurde die angekündigte Fertigstellungszeit weit überschritten und wir haben über eine halbe Stunde gewartet.,"('SERVICE', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
995,Jedoch wurde die angekündigte Fertigstellungszeit weit überschritten und wir haben über eine halbe Stunde gewartet.,,,,,,,,,,,,,,,,
996,"Jetzt waren wir wieder hier, und ich muss sagen es hat stark nachgelassen.","('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
997,"Jetzt waren wir wieder hier, und ich muss sagen es hat stark nachgelassen.",,,,,,,,,,,,,,,,
998,Jetzt werde wir nicht mehr hingehen.,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
999,Jetzt werde wir nicht mehr hingehen.,,,,,,,,,,,,,,,,
1000,Kaeufer ging einige Tage spaeter mit Quittung um dies zu klaeren und wurde als Luegner dargestellt.,"('SERVICE', 'NEGATIVE', 'Quittung')",,,,,,,,,,,,,,,
1001,Kaeufer ging einige Tage spaeter mit Quittung um dies zu klaeren und wurde als Luegner dargestellt.,,,,,,,,,,,,,,,,
1002,Kaffee und Teewasser waren kalt.,"('FOOD', 'NEGATIVE', 'Kaffee')","('FOOD', 'NEGATIVE', 'Teewasser')",,,,,,,,,,,,,,
1003,Kaffee und Teewasser waren kalt.,,,,,,,,,,,,,,,,
1004,Kann die Location auf jeden Fall empfehlen.,"('GENERAL-IMPRESSION', 'POSITIVE', 'Location')",,,,,,,,,,,,,,,
1005,Kann die Location auf jeden Fall empfehlen.,,,,,,,,,,,,,,,,
1006,"Kein Chichi, tolle spanisch/griechische Küche, wir kommen 2 x im Monat und freuen uns drauf!!!","('FOOD', 'POSITIVE', 'Küche')","('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,
1007,"Kein Chichi, tolle spanisch/griechische Küche, wir kommen 2 x im Monat und freuen uns drauf!!!",,,,,,,,,,,,,,,,
1008,"Kein Danke, kein Auf Wiedersehen .","('SERVICE', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1009,"Kein Danke, kein Auf Wiedersehen .",,,,,,,,,,,,,,,,
1010,"Keine Einsicht bei Reklamation, also wir kommen nicht wieder.....","('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')","('SERVICE', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,
1011,"Keine Einsicht bei Reklamation, also wir kommen nicht wieder.....",,,,,,,,,,,,,,,,
1012,"Keine Entschuldigung, unterirdisch, nie mehr","('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1013,"Keine Entschuldigung, unterirdisch, nie mehr",,,,,,,,,,,,,,,,
1014,Kellerbier auch gut.,"('FOOD', 'POSITIVE', 'Kellerbier')",,,,,,,,,,,,,,,
1015,Kellerbier auch gut.,,,,,,,,,,,,,,,,
1016,"Kinder lieben Trattoriw, Trattoria Team liebt Kinder.","('GENERAL-IMPRESSION', 'POSITIVE', 'Trattoriw')","('SERVICE', 'POSITIVE', 'Trattoria Team')",,,,,,,,,,,,,,
1017,"Kinder lieben Trattoriw, Trattoria Team liebt Kinder.",,,,,,,,,,,,,,,,
1018,Klasse Laden super sympathische Kellner und eine nette Atmosphäre.,"('GENERAL-IMPRESSION', 'POSITIVE', 'Laden')","('SERVICE', 'POSITIVE', 'Kellner')","('AMBIENCE', 'POSITIVE', 'Atmosphäre')",,,,,,,,,,,,,
1019,Klasse Laden super sympathische Kellner und eine nette Atmosphäre.,,,,,,,,,,,,,,,,
1020,"Klasse, wie immer.","('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1021,"Klasse, wie immer.",,,,,,,,,,,,,,,,
1022,Kleines Lokal mit unglaublich guter Küche !,"('FOOD', 'POSITIVE', 'Küche')",,,,,,,,,,,,,,,
1023,Kleines Lokal mit unglaublich guter Küche !,,,,,,,,,,,,,,,,
1024,Komme sehr gerne wieder.,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1025,Komme sehr gerne wieder.,,,,,,,,,,,,,,,,
1026,Kommen immer wieder gerne!,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1027,Kommen immer wieder gerne!,,,,,,,,,,,,,,,,
1028,Kommen sehr gerne wieder!,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1029,Kommen sehr gerne wieder!,,,,,,,,,,,,,,,,
1030,Kommen sicher wieder.,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1031,Kommen sicher wieder.,,,,,,,,,,,,,,,,
1032,"LOC Bedienung, lange Wartezeit am Tisch.","('SERVICE', 'NEGATIVE', 'Wartezeit')",,,,,,,,,,,,,,,
1033,"LOC Bedienung, lange Wartezeit am Tisch.",,,,,,,,,,,,,,,,
1034,LOC EssenSuper BockWir hatten einen sehr schönen Abend im portugiesischen Viertel bei RESTAURANT_NAME.,"('GENERAL-IMPRESSION', 'POSITIVE', 'RESTAURANT_NAME')",,,,,,,,,,,,,,,
1035,LOC EssenSuper BockWir hatten einen sehr schönen Abend im portugiesischen Viertel bei RESTAURANT_NAME.,,,,,,,,,,,,,,,,
1036,LOC der einfachsten Art und dazu ein schlechtes Preis - Leistung Verhältnis.,"('PRICE', 'NEGATIVE', 'Preis - Leistung Verhältnis')",,,,,,,,,,,,,,,
1037,LOC der einfachsten Art und dazu ein schlechtes Preis - Leistung Verhältnis.,,,,,,,,,,,,,,,,
1038,LOC hat im laufe der Zeit nachgelassen.,"('GENERAL-IMPRESSION', 'NEGATIVE', 'LOC')",,,,,,,,,,,,,,,
1039,LOC hat im laufe der Zeit nachgelassen.,,,,,,,,,,,,,,,,
1040,LOC ist unterer Durchschnitt.,"('GENERAL-IMPRESSION', 'NEGATIVE', 'LOC')",,,,,,,,,,,,,,,
1041,LOC ist unterer Durchschnitt.,,,,,,,,,,,,,,,,
1042,LOC ist zu empfehlen.,"('GENERAL-IMPRESSION', 'POSITIVE', 'LOC')",,,,,,,,,,,,,,,
1043,LOC ist zu empfehlen.,,,,,,,,,,,,,,,,
1044,"LOC mit Salat 15,50 Euro - sorry aber die Portion war so wenig, das geht gar nicht !","('FOOD', 'NEGATIVE', 'Portion')",,,,,,,,,,,,,,,
1045,"LOC mit Salat 15,50 Euro - sorry aber die Portion war so wenig, das geht gar nicht !",,,,,,,,,,,,,,,,
1046,LOC war auch lecker.,"('FOOD', 'POSITIVE', 'LOC')",,,,,,,,,,,,,,,
1047,LOC war auch lecker.,,,,,,,,,,,,,,,,
1048,"LOC, hochwertig eingerichtetes Restaurant in dem auch Montagabend dringt durch die LOC direkt am LOC was los ist.","('AMBIENCE', 'POSITIVE', 'Restaurant')",,,,,,,,,,,,,,,
1049,"LOC, hochwertig eingerichtetes Restaurant in dem auch Montagabend dringt durch die LOC direkt am LOC was los ist.",,,,,,,,,,,,,,,,
1050,"Lange drauf gefreut, sehr enttäuscht.","('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1051,"Lange drauf gefreut, sehr enttäuscht.",,,,,,,,,,,,,,,,
1052,Lecker,"('FOOD', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1053,Lecker,,,,,,,,,,,,,,,,
1054,Lecker soweit.,"('FOOD', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1055,Lecker soweit.,,,,,,,,,,,,,,,,
1056,Lecker.,"('FOOD', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1057,Lecker.,,,,,,,,,,,,,,,,
1058,Leckere Suppen und Fischgerichte wie Dorade.,"('FOOD', 'POSITIVE', 'Suppen')","('FOOD', 'POSITIVE', 'Fischgerichte')","('FOOD', 'POSITIVE', 'Dorade')",,,,,,,,,,,,,
1059,Leckere Suppen und Fischgerichte wie Dorade.,,,,,,,,,,,,,,,,
1060,Leckere Tapas zu vernünftigen Preisen haben wir hier gefunden.,"('FOOD', 'POSITIVE', 'Tapas')","('PRICE', 'POSITIVE', 'Preisen')",,,,,,,,,,,,,,
1061,Leckere Tapas zu vernünftigen Preisen haben wir hier gefunden.,,,,,,,,,,,,,,,,
1062,"Leckeres Bier, sehr freundliche Köbes, Außengastronomie trotz Baustelle ansprechend.","('FOOD', 'POSITIVE', 'Bier')","('SERVICE', 'POSITIVE', 'Köbes')","('AMBIENCE', 'POSITIVE', 'Außengastronomie')",,,,,,,,,,,,,
1063,"Leckeres Bier, sehr freundliche Köbes, Außengastronomie trotz Baustelle ansprechend.",,,,,,,,,,,,,,,,
1064,Leckeres Essen und gemütliches Ambiente.,"('FOOD', 'POSITIVE', 'Essen')","('AMBIENCE', 'POSITIVE', 'Ambiente')",,,,,,,,,,,,,,
1065,Leckeres Essen und gemütliches Ambiente.,,,,,,,,,,,,,,,,
